kind,id,type_or_predicate,label_or_source,target,attrs
edge,lnk_01M2KAF9G0J4D10VVR4C0A0J6V,TAGGED_WITH,trace:indicator:porb-6548f88446a5,trace:concept:l2-0109,"{""confidence"": 0.7, ""end"": 358, ""hits"": 1, ""layer"": 2, ""matched_text"": ""OUTPUT"", ""object_type"": ""indicator"", ""start"": 352, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0ZP51VJRNC3QSVFSA,TAGGED_WITH,trace:indicator:porb-6548f88446a5,trace:concept:l2-0060,"{""confidence"": 0.95, ""end"": 425, ""hits"": 1, ""layer"": 2, ""matched_text"": ""framework"", ""object_type"": ""indicator"", ""start"": 416, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0M2GPD27ARJH2T1MS,TAGGED_WITH,trace:indicator:porb-6548f88446a5,trace:concept:l2-0139,"{""confidence"": 0.95, ""end"": 663, ""hits"": 2, ""layer"": 2, ""matched_text"": ""research"", ""object_type"": ""indicator"", ""start"": 655, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0ASRX73ZHT2V1Q21V,TAGGED_WITH,trace:indicator:porb-6548f88446a5,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 674, ""hits"": 1, ""layer"": 2, ""matched_text"": ""activities"", ""object_type"": ""indicator"", ""start"": 664, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0D8R5K1740GT9NQ8G,TAGGED_WITH,trace:indicator:porb-6548f88446a5,trace:concept:l2-0112,"{""confidence"": 0.95, ""end"": 724, ""hits"": 1, ""layer"": 2, ""matched_text"": ""partners"", ""object_type"": ""indicator"", ""start"": 716, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G06NGGEXWW90FY2QNX,TAGGED_WITH,trace:indicator:porb-6548f88446a5,trace:concept:l2-0214,"{""confidence"": 0.95, ""end"": 786, ""hits"": 1, ""layer"": 2, ""matched_text"": ""data collection"", ""object_type"": ""indicator"", ""start"": 771, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0XVN4T68JXG3H0X89,TAGGED_WITH,trace:indicator:porb-6548f88446a5,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 922, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 911, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0YDRNCZ6D1T75P91E,TAGGED_WITH,trace:indicator:porb-6548f88446a5,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 1703, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 1694, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0C8KWVJBS0TFQS42C,TAGGED_WITH,trace:indicator:porb-6752ab985c82,trace:concept:l2-0074,"{""confidence"": 0.7, ""end"": 45, ""hits"": 4, ""layer"": 2, ""matched_text"": ""innovations"", ""object_type"": ""indicator"", ""start"": 34, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0H2YAXH31P84CVS2E,TAGGED_WITH,trace:indicator:porb-6752ab985c82,trace:concept:l2-0109,"{""confidence"": 0.7, ""end"": 378, ""hits"": 1, ""layer"": 2, ""matched_text"": ""OUTPUT"", ""object_type"": ""indicator"", ""start"": 372, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0MMQ1CT8W8T6RAK8A,TAGGED_WITH,trace:indicator:porb-6752ab985c82,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 517, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 506, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0S90S2TJ4Y4AC7KKA,TAGGED_WITH,trace:indicator:porb-6752ab985c82,trace:concept:l2-0139,"{""confidence"": 0.95, ""end"": 852, ""hits"": 2, ""layer"": 2, ""matched_text"": ""Research"", ""object_type"": ""indicator"", ""start"": 844, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0KQE6XFTYK5Q3S6F3,TAGGED_WITH,trace:indicator:porb-6752ab985c82,trace:concept:l2-0060,"{""confidence"": 0.7, ""end"": 1215, ""hits"": 1, ""layer"": 2, ""matched_text"": ""frameworks"", ""object_type"": ""indicator"", ""start"": 1205, ""via"": ""stem""}"
edge,lnk_01M2KAF9G087H6BK66C535SH9V,TAGGED_WITH,trace:indicator:porb-686eca0ed8ee,trace:concept:l2-0276,"{""confidence"": 0.95, ""end"": 41, ""hits"": 3, ""layer"": 2, ""matched_text"": ""people"", ""object_type"": ""indicator"", ""start"": 35, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0ZZD9AQEYX42R8TMG,TAGGED_WITH,trace:indicator:porb-686eca0ed8ee,trace:concept:l2-p-sharing,"{""confidence"": 0.95, ""end"": 67, ""hits"": 2, ""layer"": 2, ""matched_text"": ""sharing"", ""object_type"": ""indicator"", ""start"": 60, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0NK8BEDY1P8PNFKWS,TAGGED_WITH,trace:indicator:porb-686eca0ed8ee,trace:concept:l2-0109,"{""confidence"": 0.7, ""end"": 222, ""hits"": 1, ""layer"": 2, ""matched_text"": ""OUTPUT"", ""object_type"": ""indicator"", ""start"": 216, ""via"": ""stem""}"
edge,lnk_01M2KAF9G06DFKMVRRJ51S3NXF,TAGGED_WITH,trace:indicator:porb-686eca0ed8ee,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 383, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 372, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0M6MTPWJ8DG89V4DR,TAGGED_WITH,trace:indicator:porb-686eca0ed8ee,trace:concept:l2-0112,"{""confidence"": 0.95, ""end"": 411, ""hits"": 1, ""layer"": 2, ""matched_text"": ""partners"", ""object_type"": ""indicator"", ""start"": 403, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0NJVW15ZFBE4X9Y6N,TAGGED_WITH,trace:indicator:porb-686eca0ed8ee,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 535, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 526, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0F6PRYR4PSPSY8BQT,TAGGED_WITH,trace:indicator:porb-6ab3cc9be308,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 141, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 131, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0DNN0Q1DDBXJTYF28,TAGGED_WITH,trace:indicator:porb-6ab3cc9be308,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 162, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 151, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0QDM6RNHK5SZ7KBKD,TAGGED_WITH,trace:indicator:porb-6ab3cc9be308,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 491, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 482, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G09YFX33Y1YAHX7RW7,TAGGED_WITH,trace:indicator:porb-6acf0b18df32,trace:concept:l2-0276,"{""confidence"": 0.95, ""end"": 41, ""hits"": 3, ""layer"": 2, ""matched_text"": ""people"", ""object_type"": ""indicator"", ""start"": 35, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0WCV5HR4M268V4YQG,TAGGED_WITH,trace:indicator:porb-6acf0b18df32,trace:concept:l2-p-sharing,"{""confidence"": 0.95, ""end"": 67, ""hits"": 2, ""layer"": 2, ""matched_text"": ""sharing"", ""object_type"": ""indicator"", ""start"": 60, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0936JBZGK6WZ9C7CZ,TAGGED_WITH,trace:indicator:porb-6acf0b18df32,trace:concept:l2-0109,"{""confidence"": 0.7, ""end"": 354, ""hits"": 1, ""layer"": 2, ""matched_text"": ""OUTPUT"", ""object_type"": ""indicator"", ""start"": 348, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0BJ1NMWBQ4NK1Y8S5,TAGGED_WITH,trace:indicator:porb-6acf0b18df32,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 557, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 546, ""via"": ""stem""}"
edge,lnk_01M2KAF9G05BZ266M2J7AJ6EWS,TAGGED_WITH,trace:indicator:porb-6acf0b18df32,trace:concept:l2-0112,"{""confidence"": 0.95, ""end"": 613, ""hits"": 1, ""layer"": 2, ""matched_text"": ""partners"", ""object_type"": ""indicator"", ""start"": 605, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G08T1FQPCHMJD2M6BQ,TAGGED_WITH,trace:indicator:porb-6acf0b18df32,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 1454, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 1445, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0PDY3BQB90W0K2A75,TAGGED_WITH,trace:indicator:porb-6c310b8423f0,trace:concept:l2-0074,"{""confidence"": 0.7, ""end"": 43, ""hits"": 4, ""layer"": 2, ""matched_text"": ""innovations"", ""object_type"": ""indicator"", ""start"": 32, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0RD3THGKTNH26RG5J,TAGGED_WITH,trace:indicator:porb-6c310b8423f0,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 188, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 178, ""via"": ""stem""}"
edge,lnk_01M2KAF9G086QHNJSAPZGSQ2AC,TAGGED_WITH,trace:indicator:porb-6c310b8423f0,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 209, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 198, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0S71Z5JKXAJZV0QH8,TAGGED_WITH,trace:indicator:porb-6c310b8423f0,trace:concept:l2-0309,"{""confidence"": 0.95, ""end"": 273, ""hits"": 3, ""layer"": 2, ""matched_text"": ""tools"", ""object_type"": ""indicator"", ""start"": 268, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G04PCCDS0HZXCCT8BW,TAGGED_WITH,trace:indicator:porb-6c310b8423f0,trace:concept:l2-0127,"{""confidence"": 0.95, ""end"": 314, ""hits"": 1, ""layer"": 2, ""matched_text"": ""Projected Benefits"", ""object_type"": ""indicator"", ""start"": 296, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0W1KC2R5E4RTXKBYG,TAGGED_WITH,trace:indicator:porb-6c310b8423f0,trace:concept:l2-0292,"{""confidence"": 0.7, ""end"": 338, ""hits"": 1, ""layer"": 2, ""matched_text"": ""Foresight"", ""object_type"": ""indicator"", ""start"": 329, ""via"": ""alt_label""}"
edge,lnk_01M2KAF9G0KMSK4D1SP6BJD1R8,TAGGED_WITH,trace:indicator:porb-6c310b8423f0,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 588, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 579, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0Q77R29W50F6CYSK1,TAGGED_WITH,trace:indicator:porb-6edb214ae906,trace:concept:l2-0109,"{""confidence"": 0.7, ""end"": 338, ""hits"": 1, ""layer"": 2, ""matched_text"": ""OUTPUT"", ""object_type"": ""indicator"", ""start"": 332, ""via"": ""stem""}"
edge,lnk_01M2KAF9G083MVDZRQSVA46MYQ,TAGGED_WITH,trace:indicator:porb-6edb214ae906,trace:concept:l2-0120,"{""confidence"": 0.95, ""end"": 387, ""hits"": 1, ""layer"": 2, ""matched_text"": ""portfolio"", ""object_type"": ""indicator"", ""start"": 378, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0VXCD90D8Z3C18AHZ,TAGGED_WITH,trace:indicator:porb-6edb214ae906,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 494, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 483, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0GPHF6F4WTAY1AVXE,TAGGED_WITH,trace:indicator:porb-6edb214ae906,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 543, ""hits"": 2, ""layer"": 2, ""matched_text"": ""activities"", ""object_type"": ""indicator"", ""start"": 533, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0RFKWNEGV8VAW8ZY0,TAGGED_WITH,trace:indicator:porb-6edb214ae906,trace:concept:l2-0139,"{""confidence"": 0.95, ""end"": 700, ""hits"": 2, ""layer"": 2, ""matched_text"": ""Research"", ""object_type"": ""indicator"", ""start"": 692, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0Z8NV1F15RY1M2J0C,TAGGED_WITH,trace:indicator:porb-6edb214ae906,trace:concept:l2-0060,"{""confidence"": 0.7, ""end"": 1063, ""hits"": 1, ""layer"": 2, ""matched_text"": ""frameworks"", ""object_type"": ""indicator"", ""start"": 1053, ""via"": ""stem""}"
edge,lnk_01M2KAF9G053ENVQXFW4VGC5TP,TAGGED_WITH,trace:indicator:porb-6edb214ae906,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 1922, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 1913, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0FB5RX7SG4CVF6QHE,TAGGED_WITH,trace:indicator:porb-6efb81cedc69,trace:concept:l2-0074,"{""confidence"": 0.7, ""end"": 43, ""hits"": 4, ""layer"": 2, ""matched_text"": ""innovations"", ""object_type"": ""indicator"", ""start"": 32, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0CZ8WWAZQ0BS2MWTQ,TAGGED_WITH,trace:indicator:porb-6efb81cedc69,trace:concept:l3-041,"{""confidence"": 0.95, ""end"": 92, ""hits"": 8, ""layer"": 3, ""matched_text"": ""MAIZE"", ""object_type"": ""indicator"", ""start"": 87, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G051SP761SW4386T08,TAGGED_WITH,trace:indicator:porb-6efb81cedc69,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 235, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 225, ""via"": ""stem""}"
edge,lnk_01M2KAF9G07VXWKS8TS81TRRFR,TAGGED_WITH,trace:indicator:porb-6efb81cedc69,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 256, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 245, ""via"": ""stem""}"
edge,lnk_01M2KAF9G00KX3ESCXKXPB2Q53,TAGGED_WITH,trace:indicator:porb-6efb81cedc69,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 584, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 575, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0W3ZDR6HPSW0C7CDX,TAGGED_WITH,trace:indicator:porb-70b838b97408,trace:concept:l2-0109,"{""confidence"": 0.7, ""end"": 358, ""hits"": 1, ""layer"": 2, ""matched_text"": ""OUTPUT"", ""object_type"": ""indicator"", ""start"": 352, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0YJYX0J4VPJXBK4X4,TAGGED_WITH,trace:indicator:porb-70b838b97408,trace:concept:l2-0055,"{""confidence"": 0.95, ""end"": 378, ""hits"": 1, ""layer"": 2, ""matched_text"": ""Evidence"", ""object_type"": ""indicator"", ""start"": 370, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0TBY7DC1F8KS967NW,TAGGED_WITH,trace:indicator:porb-70b838b97408,trace:concept:l2-0147,"{""confidence"": 0.95, ""end"": 437, ""hits"": 1, ""layer"": 2, ""matched_text"": ""scaling"", ""object_type"": ""indicator"", ""start"": 430, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0DDB11CVRGNEX83JM,TAGGED_WITH,trace:indicator:porb-70b838b97408,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 503, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 492, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0AM8SEQKXGS4QTYG0,TAGGED_WITH,trace:indicator:porb-70b838b97408,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 544, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 535, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G05BT6N60Z0J738N02,TAGGED_WITH,trace:indicator:porb-70d4a36189b0,trace:concept:l2-0276,"{""confidence"": 0.95, ""end"": 38, ""hits"": 3, ""layer"": 2, ""matched_text"": ""people"", ""object_type"": ""indicator"", ""start"": 32, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G05Z5JPRMJ0VGTTM5K,TAGGED_WITH,trace:indicator:porb-70d4a36189b0,trace:concept:l2-p-sharing,"{""confidence"": 0.95, ""end"": 64, ""hits"": 2, ""layer"": 2, ""matched_text"": ""sharing"", ""object_type"": ""indicator"", ""start"": 57, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G04BGMD862W9WBRM7F,TAGGED_WITH,trace:indicator:porb-70d4a36189b0,trace:concept:l2-0120,"{""confidence"": 0.95, ""end"": 99, ""hits"": 1, ""layer"": 2, ""matched_text"": ""portfolio"", ""object_type"": ""indicator"", ""start"": 90, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G09VQ031XAA05QXX83,TAGGED_WITH,trace:indicator:porb-70d4a36189b0,trace:concept:l2-0309,"{""confidence"": 0.95, ""end"": 118, ""hits"": 1, ""layer"": 2, ""matched_text"": ""tools"", ""object_type"": ""indicator"", ""start"": 113, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0C796E2Z7XDXE8WYH,TAGGED_WITH,trace:indicator:porb-70d4a36189b0,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 269, ""hits"": 2, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 259, ""via"": ""stem""}"
edge,lnk_01M2KAF9G00Y6E824TE6KQ24KV,TAGGED_WITH,trace:indicator:porb-70d4a36189b0,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 290, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 279, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0BZMGZT28EEFB5EDS,TAGGED_WITH,trace:indicator:porb-70d4a36189b0,trace:concept:l2-0045,"{""confidence"": 0.95, ""end"": 588, ""hits"": 1, ""layer"": 2, ""matched_text"": ""efficiency"", ""object_type"": ""indicator"", ""start"": 578, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0K5B60C0K140MG1AA,TAGGED_WITH,trace:indicator:porb-70d4a36189b0,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 678, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 669, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0S76D22SM2PVX6ZH5,TAGGED_WITH,trace:indicator:porb-71dd29eeed62,trace:concept:l2-0005,"{""confidence"": 0.95, ""end"": 342, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITY"", ""object_type"": ""indicator"", ""start"": 334, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0WA34AMJ8SCRYAMER,TAGGED_WITH,trace:indicator:porb-71dd29eeed62,trace:concept:l3-042,"{""confidence"": 0.7, ""end"": 503, ""hits"": 1, ""layer"": 3, ""matched_text"": ""farmer"", ""object_type"": ""indicator"", ""start"": 497, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0007PE0BC91C7W447,TAGGED_WITH,trace:indicator:porb-71dd29eeed62,trace:concept:l2-0055,"{""confidence"": 0.95, ""end"": 555, ""hits"": 1, ""layer"": 2, ""matched_text"": ""evidence"", ""object_type"": ""indicator"", ""start"": 547, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0BNG6BXVCCD2NT9PS,TAGGED_WITH,trace:indicator:porb-71dd29eeed62,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 845, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 836, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0F1SZHDZJR0EP70TY,TAGGED_WITH,trace:indicator:porb-7266a96272fe,trace:concept:l2-0276,"{""confidence"": 0.95, ""end"": 41, ""hits"": 3, ""layer"": 2, ""matched_text"": ""people"", ""object_type"": ""indicator"", ""start"": 35, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G099Y9Z5NKQ5CKGK7D,TAGGED_WITH,trace:indicator:porb-7266a96272fe,trace:concept:l2-p-sharing,"{""confidence"": 0.95, ""end"": 67, ""hits"": 2, ""layer"": 2, ""matched_text"": ""sharing"", ""object_type"": ""indicator"", ""start"": 60, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G04MFTRDSNT2JYDBGV,TAGGED_WITH,trace:indicator:porb-7266a96272fe,trace:concept:l2-0109,"{""confidence"": 0.7, ""end"": 411, ""hits"": 1, ""layer"": 2, ""matched_text"": ""OUTPUT"", ""object_type"": ""indicator"", ""start"": 405, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0ZM5CGHT33R27TCK6,TAGGED_WITH,trace:indicator:porb-7266a96272fe,trace:concept:l2-0113,"{""confidence"": 0.95, ""end"": 442, ""hits"": 1, ""layer"": 2, ""matched_text"": ""partnerships"", ""object_type"": ""indicator"", ""start"": 430, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G03MJSYZ5CX297CQGG,TAGGED_WITH,trace:indicator:porb-7266a96272fe,trace:concept:l2-0147,"{""confidence"": 0.95, ""end"": 501, ""hits"": 1, ""layer"": 2, ""matched_text"": ""scaling"", ""object_type"": ""indicator"", ""start"": 494, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0NTQ3CD5NG1Y8SNW6,TAGGED_WITH,trace:indicator:porb-7266a96272fe,trace:concept:l2-0170,"{""confidence"": 0.95, ""end"": 557, ""hits"": 1, ""layer"": 2, ""matched_text"": ""system actors"", ""object_type"": ""indicator"", ""start"": 544, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0RHHT9536FNTTEDZF,TAGGED_WITH,trace:indicator:porb-7266a96272fe,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 652, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 641, ""via"": ""stem""}"
edge,lnk_01M2KAF9G07Y4ZZ088NNCTQ07S,TAGGED_WITH,trace:indicator:porb-7266a96272fe,trace:concept:l2-0112,"{""confidence"": 0.95, ""end"": 927, ""hits"": 1, ""layer"": 2, ""matched_text"": ""partners"", ""object_type"": ""indicator"", ""start"": 919, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0NZ6G9VXNT9H647WY,TAGGED_WITH,trace:indicator:porb-7266a96272fe,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 982, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 973, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G0RA0V9KHS5R0MV75T,TAGGED_WITH,trace:indicator:porb-733a9a95c5de,trace:concept:l2-0074,"{""confidence"": 0.7, ""end"": 44, ""hits"": 5, ""layer"": 2, ""matched_text"": ""innovations"", ""object_type"": ""indicator"", ""start"": 33, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0EB057NT4EZCW0JHV,TAGGED_WITH,trace:indicator:porb-733a9a95c5de,trace:concept:l2-0055,"{""confidence"": 0.95, ""end"": 173, ""hits"": 2, ""layer"": 2, ""matched_text"": ""evidence"", ""object_type"": ""indicator"", ""start"": 165, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G06X4Z5RNA026YFFPF,TAGGED_WITH,trace:indicator:porb-733a9a95c5de,trace:concept:l2-0064,"{""confidence"": 0.7, ""end"": 188, ""hits"": 2, ""layer"": 2, ""matched_text"": ""impacts"", ""object_type"": ""indicator"", ""start"": 181, ""via"": ""stem""}"
edge,lnk_01M2KAF9G03P5TPD1HNPSX7RXH,TAGGED_WITH,trace:indicator:porb-733a9a95c5de,trace:concept:l2-0005,"{""confidence"": 0.7, ""end"": 244, ""hits"": 1, ""layer"": 2, ""matched_text"": ""ACTIVITIES"", ""object_type"": ""indicator"", ""start"": 234, ""via"": ""stem""}"
edge,lnk_01M2KAF9G01BRHXP4WGTQNJ2EW,TAGGED_WITH,trace:indicator:porb-733a9a95c5de,trace:concept:l2-0038,"{""confidence"": 0.7, ""end"": 265, ""hits"": 1, ""layer"": 2, ""matched_text"": ""DELIVERABLE"", ""object_type"": ""indicator"", ""start"": 254, ""via"": ""stem""}"
edge,lnk_01M2KAF9G0ZFD8S21QHJ5JNV5Y,TAGGED_WITH,trace:indicator:porb-733a9a95c5de,trace:concept:l2-0073,"{""confidence"": 0.95, ""end"": 499, ""hits"": 1, ""layer"": 2, ""matched_text"": ""INDICATOR"", ""object_type"": ""indicator"", ""start"": 490, ""via"": ""pref_label""}"
edge,lnk_01M2KAF9G06B6ADSK35DAQQ07Y,TAGGED_WITH,trace:indicator:porb-733a9a95c5de,trace:concept:l2-0309,"{""confidence"": 0.95, ""end"": 516, ""hits"": 1, ""layer"": 2, ""matched_text"": ""tools"", ""object_type"": ""indicator"", ""start"": 511, ""via"": ""pref_label""}"
